SchoolName,SchoolYear,Total # total  students #,Total # total of Students %,Total # of students FT #,Total # of students FT %,Total # of students PT #,Total # of students PT %,Total  # receiving grants total #,Total # receiving grants total %,Total # receiving grants FT #,Total # receiving grants FT %,Total # receiving grants PT #,Total # receiving grants PT %,Less than half tuition total #,Less than half tuition total %,Less than half tuition FT #,Less than half tuition FT %,Less than half tuition PT #,Less than half tuition PT %,Half to full tuition total #,Half to full tuition total %,half to full tuition FT #,half to full tuition FT %,half to full tuition PT #,half to full tuition PT %,Full tuition total #,Full tuition total %,Full tuition FT #,Full tuition FT %,Full tuition PT #,Full tuition PT %,More than full tuition total #,More than full tuition total %,More than full tuition FT #,More than full tuition FT %,More than full tuition PT #,More than full tuition PT %,FT 75th percentile grant amount,FT 50th percentile grant amount,FT 25th percentile grant amount,PT 75th percentile grant amount,PT 50th percentile grant amount,PT 25th percentile grant amount,Total Number # of Students Total #,Total Percentage # of Students Total %,Total Number # of Students FT #,Total Percentage # of Students FT %,Total Number # of Students PT #,Total Percentage # of Students PT %,Total Number # of Recieving Grants Total #,Total Percentage # of Recieving Grants Total %,Total Number # of Recieving Grants FT #,Total Percentage # of Recieving Grants FT %,Total Number # of Recieving Grants PT #,Total Percentage # of Recieving Grants PT %,Less than half tuition Total Number #,Less than half tuition Total Percentage %,Less than half tuition FT Number #,Less than half tuition FT Percentage %,Less than half tuition PT Number #,Less than half tuition PT Percentage %,Half to full tuition total Number #,Half to full tuition total Percentage %,Half to full tuition FT Number #,Half to full tuition FT Percentage %,Half to full tuition PT Number #,Half to full tuition PT Percentage %,Full tuition total Number #,Full tuition total Percentage %,Full tuition FT Number #,Full tuition FT Percentage %,Full tuition PT Number #,Full tuition PT Percentage %,More than full tuition total Number #,More than full tuition total Percentage %,More than full tuition FT Number #,More than full tuition FT Percentage %,More than full tuition PT Number #,More than full tuition PT Percentage %
Georgia State University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,627","$7,776","$2,336","$4,983","$2,362","$1,591",647.0,100.0,489.0,76.0,158.0,24.0,315.0,49.0,263.0,54.0,52.0,33.0,123.0,19.0,90.0,18.0,33.0,21.0,110.0,17.0,97.0,20.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,13.0,76.0,16.0,6.0,4.0
"Georgia, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,059","$19,460","$5,200",$0,$0,$0,527.0,100.0,527.0,100.0,0.0,0.0,443.0,84.0,443.0,84.0,0.0,,152.0,29.0,152.0,29.0,0.0,,68.0,13.0,68.0,13.0,0.0,,107.0,20.0,107.0,20.0,0.0,,116.0,22.0,116.0,22.0,0.0,
Gonzaga University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,140","$32,000","$27,000",$0,$0,$0,573.0,100.0,573.0,100.0,0.0,0.0,561.0,98.0,561.0,98.0,0.0,,181.0,32.0,181.0,32.0,0.0,,368.0,64.0,368.0,64.0,0.0,,12.0,2.0,12.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Harvard University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$43,338","$27,510","$12,106",$0,$0,$0,1769.0,100.0,1769.0,100.0,0.0,0.0,670.0,38.0,670.0,38.0,0.0,,458.0,26.0,458.0,26.0,0.0,,197.0,11.0,197.0,11.0,0.0,,8.0,0.0,8.0,0.0,0.0,,7.0,0.0,7.0,0.0,0.0,
"Hawaii, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$13,000","$7,000","$6,000","$6,000","$5,000","$3,750",306.0,100.0,211.0,69.0,95.0,31.0,211.0,69.0,155.0,73.0,56.0,59.0,166.0,54.0,119.0,56.0,47.0,49.0,42.0,14.0,35.0,17.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0
Hofstra University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,586","$35,793","$17,500","$46,813","$25,000","$10,000",812.0,100.0,781.0,96.0,31.0,4.0,681.0,84.0,663.0,85.0,18.0,58.0,333.0,41.0,322.0,41.0,11.0,35.0,164.0,20.0,161.0,21.0,3.0,10.0,184.0,23.0,180.0,23.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
"Houston, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,900","$11,500","$4,000","$15,040","$12,000","$4,250",811.0,100.0,721.0,89.0,90.0,11.0,600.0,74.0,569.0,79.0,31.0,34.0,488.0,60.0,466.0,65.0,22.0,24.0,88.0,11.0,81.0,11.0,7.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,3.0,21.0,3.0,2.0,2.0
Howard University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,364","$23,657","$10,037",$0,$0,$0,539.0,100.0,539.0,100.0,0.0,0.0,261.0,48.0,261.0,48.0,0.0,,99.0,18.0,99.0,18.0,0.0,,135.0,25.0,135.0,25.0,0.0,,25.0,5.0,25.0,5.0,0.0,,2.0,0.0,2.0,0.0,0.0,
"Idaho, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,000","$8,000","$5,000",$0,$0,$0,502.0,100.0,502.0,100.0,0.0,0.0,231.0,46.0,231.0,46.0,0.0,,214.0,43.0,214.0,43.0,0.0,,17.0,3.0,17.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Illinois, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$46,500","$32,000","$13,125",$0,$0,$0,472.0,100.0,472.0,100.0,0.0,0.0,466.0,99.0,466.0,99.0,0.0,,183.0,39.0,183.0,39.0,0.0,,273.0,58.0,273.0,58.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10.0,2.0,10.0,2.0,0.0,
"Illinois-Chicago, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$33,750","$23,250","$9,000","$18,600","$10,800","$5,400",988.0,100.0,824.0,83.0,164.0,17.0,599.0,61.0,512.0,62.0,87.0,53.0,267.0,27.0,231.0,28.0,36.0,22.0,323.0,33.0,274.0,33.0,49.0,30.0,6.0,1.0,5.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0
Indiana University-Bloomington,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$33,000","$20,000",$0,$0,$0,476.0,100.0,476.0,100.0,0.0,0.0,474.0,100.0,474.0,100.0,0.0,,143.0,30.0,143.0,30.0,0.0,,293.0,62.0,293.0,62.0,0.0,,2.0,0.0,2.0,0.0,0.0,,36.0,8.0,36.0,8.0,0.0,
Indiana University-Indianapolis,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,232","$15,000","$5,000","$18,144","$8,800","$3,000",773.0,100.0,562.0,73.0,211.0,27.0,779.0,101.0,536.0,95.0,243.0,115.0,533.0,69.0,351.0,62.0,182.0,86.0,196.0,25.0,145.0,26.0,51.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,40.0,7.0,10.0,5.0
Inter American University of Puerto Rico,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,568","$2,379","$1,189","$2,075","$1,384",$692,659.0,100.0,332.0,50.0,327.0,50.0,52.0,8.0,16.0,5.0,36.0,11.0,39.0,6.0,11.0,3.0,28.0,9.0,6.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,2.0,1.0,4.0,1.0
"Iowa, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,527","$30,043","$24,000",$0,$0,$0,500.0,100.0,500.0,100.0,0.0,0.0,383.0,77.0,383.0,77.0,0.0,,86.0,17.0,86.0,17.0,0.0,,155.0,31.0,155.0,31.0,0.0,,109.0,22.0,109.0,22.0,0.0,,33.0,7.0,33.0,7.0,0.0,
Jacksonville University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$22,000","$18,000","$15,000",$0,$0,$0,79.0,100.0,79.0,100.0,0.0,0.0,79.0,100.0,79.0,100.0,0.0,,45.0,57.0,45.0,57.0,0.0,,34.0,43.0,34.0,43.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Kansas, The University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,700","$15,000","$5,375",$0,$0,$0,365.0,100.0,365.0,100.0,0.0,0.0,310.0,85.0,310.0,85.0,0.0,,172.0,47.0,172.0,47.0,0.0,,63.0,17.0,63.0,17.0,0.0,,50.0,14.0,50.0,14.0,0.0,,25.0,7.0,25.0,7.0,0.0,
"Kentucky, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$18,000","$11,000","$6,000",$0,$0,$0,395.0,100.0,395.0,100.0,0.0,0.0,386.0,98.0,386.0,98.0,0.0,,303.0,77.0,303.0,77.0,0.0,,66.0,17.0,66.0,17.0,0.0,,1.0,0.0,1.0,0.0,0.0,,16.0,4.0,16.0,4.0,0.0,
Lewis & Clark Law School,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,000","$26,000","$19,000","$25,535","$16,125","$11,063",508.0,100.0,433.0,85.0,75.0,15.0,484.0,95.0,384.0,89.0,100.0,133.0,272.0,54.0,210.0,48.0,62.0,83.0,210.0,41.0,173.0,40.0,37.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
Liberty University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,000","$24,000","$16,000",$0,$0,$0,302.0,100.0,302.0,100.0,0.0,0.0,302.0,100.0,302.0,100.0,0.0,,126.0,42.0,126.0,42.0,0.0,,176.0,58.0,176.0,58.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Lincoln Memorial University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,736","$28,000","$15,988","$16,600","$7,220","$4,880",400.0,100.0,332.0,83.0,68.0,17.0,398.0,100.0,331.0,100.0,67.0,99.0,156.0,39.0,114.0,34.0,42.0,62.0,214.0,54.0,192.0,58.0,22.0,32.0,3.0,1.0,3.0,1.0,0.0,0.0,25.0,6.0,22.0,7.0,3.0,4.0
Louisiana State University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,600","$19,750","$9,937",$0,$0,$0,627.0,100.0,627.0,100.0,0.0,0.0,492.0,78.0,492.0,78.0,0.0,,139.0,22.0,139.0,22.0,0.0,,181.0,29.0,181.0,29.0,0.0,,126.0,20.0,126.0,20.0,0.0,,46.0,7.0,46.0,7.0,0.0,
"Louisville, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000","$12,000","$5,000",$0,$0,$0,355.0,100.0,355.0,100.0,0.0,0.0,265.0,75.0,265.0,75.0,0.0,,146.0,41.0,146.0,41.0,0.0,,118.0,33.0,118.0,33.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,
Loyola Marymount University-Los Angeles,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,000","$45,000","$35,000","$39,000","$30,000","$15,000",980.0,100.0,790.0,81.0,190.0,19.0,605.0,62.0,490.0,62.0,115.0,61.0,140.0,14.0,91.0,12.0,49.0,26.0,451.0,46.0,390.0,49.0,61.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,9.0,1.0,5.0,3.0
Loyola University-Chicago,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,000","$30,000","$22,000","$25,000","$21,900","$15,000",832.0,100.0,686.0,82.0,146.0,18.0,781.0,94.0,649.0,95.0,132.0,90.0,290.0,35.0,226.0,33.0,64.0,44.0,471.0,57.0,405.0,59.0,66.0,45.0,18.0,2.0,16.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Loyola University-New Orleans,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$36,000","$26,000","$15,000","$26,316","$16,512","$10,320",620.0,100.0,534.0,86.0,86.0,14.0,468.0,75.0,419.0,78.0,49.0,57.0,252.0,41.0,222.0,42.0,30.0,35.0,223.0,36.0,193.0,36.0,30.0,35.0,5.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maine, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,926","$23,535","$15,000",$0,$0,$0,275.0,100.0,275.0,100.0,0.0,0.0,198.0,72.0,198.0,72.0,0.0,,49.0,18.0,49.0,18.0,0.0,,67.0,24.0,67.0,24.0,0.0,,77.0,28.0,77.0,28.0,0.0,,5.0,2.0,5.0,2.0,0.0,
Marquette University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$30,000","$23,000","$16,000","$14,105","$10,000","$7,500",574.0,100.0,551.0,96.0,23.0,4.0,541.0,94.0,520.0,94.0,21.0,91.0,322.0,56.0,301.0,55.0,21.0,91.0,218.0,38.0,218.0,40.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Maryland, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000","$28,000","$10,161","$17,250","$12,000","$5,000",644.0,100.0,544.0,84.0,100.0,16.0,507.0,79.0,447.0,82.0,60.0,60.0,210.0,33.0,175.0,32.0,35.0,35.0,197.0,31.0,177.0,33.0,20.0,20.0,74.0,11.0,73.0,13.0,1.0,1.0,26.0,4.0,22.0,4.0,4.0,4.0
"Massachusetts/Dartmouth, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,787","$15,000","$8,000","$13,880","$10,000","$5,000",381.0,100.0,305.0,80.0,76.0,20.0,319.0,84.0,259.0,85.0,60.0,79.0,227.0,60.0,175.0,57.0,52.0,68.0,63.0,17.0,60.0,20.0,3.0,4.0,29.0,8.0,24.0,8.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
"Memphis, The University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000","$11,000","$5,000",$0,$0,$0,239.0,100.0,239.0,100.0,0.0,0.0,148.0,62.0,148.0,62.0,0.0,,76.0,32.0,76.0,32.0,0.0,,41.0,17.0,41.0,17.0,0.0,,13.0,5.0,13.0,5.0,0.0,,18.0,8.0,18.0,8.0,0.0,
Mercer University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,000","$20,000","$10,000",$0,$0,$0,423.0,100.0,423.0,100.0,0.0,0.0,366.0,87.0,366.0,87.0,0.0,,211.0,50.0,211.0,50.0,0.0,,142.0,34.0,142.0,34.0,0.0,,1.0,0.0,1.0,0.0,0.0,,12.0,3.0,12.0,3.0,0.0,
"Miami, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$52,188","$47,000","$39,374",$0,$0,$0,1074.0,100.0,1074.0,100.0,0.0,0.0,698.0,65.0,698.0,65.0,0.0,,104.0,10.0,104.0,10.0,0.0,,589.0,55.0,589.0,55.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,5.0,0.0,0.0,
Michigan State University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$47,424","$42,682","$35,000",$0,$0,$0,553.0,100.0,553.0,100.0,0.0,0.0,553.0,100.0,553.0,100.0,0.0,,80.0,14.0,80.0,14.0,0.0,,188.0,34.0,188.0,34.0,0.0,,285.0,52.0,285.0,52.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Michigan, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$41,000","$32,000","$20,000",$0,$0,$0,990.0,100.0,990.0,100.0,0.0,0.0,902.0,91.0,902.0,91.0,0.0,,574.0,58.0,574.0,58.0,0.0,,297.0,30.0,297.0,30.0,0.0,,14.0,1.0,14.0,1.0,0.0,,17.0,2.0,17.0,2.0,0.0,
"Minnesota, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,528","$35,000","$25,000",$0,$0,$0,639.0,100.0,639.0,100.0,0.0,0.0,603.0,94.0,603.0,94.0,0.0,,277.0,43.0,277.0,43.0,0.0,,319.0,50.0,319.0,50.0,0.0,,7.0,1.0,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Mississippi College,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$32,000","$22,000","$14,000",$0,$0,$0,355.0,100.0,355.0,100.0,0.0,0.0,229.0,65.0,229.0,65.0,0.0,,101.0,28.0,101.0,28.0,0.0,,92.0,26.0,92.0,26.0,0.0,,36.0,10.0,36.0,10.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Mississippi, The University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,000","$7,000","$5,000",$0,$0,$0,508.0,100.0,508.0,100.0,0.0,0.0,441.0,87.0,441.0,87.0,0.0,,250.0,49.0,250.0,49.0,0.0,,168.0,33.0,168.0,33.0,0.0,,5.0,1.0,5.0,1.0,0.0,,18.0,4.0,18.0,4.0,0.0,
"Missouri, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$24,000","$17,500","$8,000",$0,$0,$0,371.0,100.0,371.0,100.0,0.0,0.0,292.0,79.0,292.0,79.0,0.0,,116.0,31.0,116.0,31.0,0.0,,116.0,31.0,116.0,31.0,0.0,,14.0,4.0,14.0,4.0,0.0,,46.0,12.0,46.0,12.0,0.0,
"Missouri-Kansas City, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,250","$7,270","$4,000","$7,000","$8,500","$9,598",435.0,100.0,435.0,100.0,0.0,0.0,371.0,85.0,371.0,85.0,0.0,,302.0,69.0,302.0,69.0,0.0,,51.0,12.0,51.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,4.0,18.0,4.0,0.0,
Mitchell/Hamline School of Law,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$42,744","$34,730","$21,372","$24,285","$15,432","$8,844",1128.0,100.0,337.0,30.0,791.0,70.0,1131.0,100.0,343.0,102.0,788.0,100.0,641.0,57.0,106.0,31.0,535.0,68.0,439.0,39.0,213.0,63.0,226.0,29.0,51.0,5.0,24.0,7.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
"Montana, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,585","$10,000","$6,630",$0,$0,$0,269.0,100.0,269.0,100.0,0.0,0.0,240.0,89.0,240.0,89.0,0.0,,192.0,71.0,192.0,71.0,0.0,,23.0,9.0,23.0,9.0,0.0,,8.0,3.0,8.0,3.0,0.0,,17.0,6.0,17.0,6.0,0.0,
"Nebraska, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,100","$20,000","$9,510",$0,$0,$0,442.0,100.0,442.0,100.0,0.0,0.0,376.0,85.0,376.0,85.0,0.0,,77.0,17.0,77.0,17.0,0.0,,269.0,61.0,269.0,61.0,0.0,,30.0,7.0,30.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,
"Nevada-Las Vegas, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$39,946","$22,998","$14,980","$33,379","$14,980","$9,373",416.0,100.0,362.0,87.0,54.0,13.0,317.0,76.0,295.0,81.0,22.0,41.0,169.0,41.0,154.0,43.0,15.0,28.0,105.0,25.0,98.0,27.0,7.0,13.0,23.0,6.0,23.0,6.0,0.0,0.0,20.0,5.0,20.0,6.0,0.0,0.0
New England Law/Boston,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$59,900","$40,000","$19,500","$44,920","$25,000","$15,000",1133.0,100.0,874.0,77.0,259.0,23.0,1001.0,88.0,764.0,87.0,237.0,92.0,365.0,32.0,289.0,33.0,76.0,29.0,277.0,24.0,220.0,25.0,57.0,22.0,327.0,29.0,253.0,29.0,74.0,29.0,7.0,1.0,4.0,0.0,3.0,1.0
"New Hampshire, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,000","$20,000","$7,500","$12,750","$6,375","$3,400",657.0,100.0,383.0,58.0,274.0,42.0,456.0,69.0,335.0,87.0,121.0,44.0,223.0,34.0,128.0,33.0,95.0,35.0,220.0,33.0,195.0,51.0,25.0,9.0,2.0,0.0,2.0,1.0,0.0,0.0,11.0,2.0,10.0,3.0,1.0,0.0
"New Mexico, The University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$16,000","$10,000","$5,000",$0,$0,$0,290.0,100.0,290.0,100.0,0.0,0.0,175.0,60.0,175.0,60.0,0.0,,113.0,39.0,113.0,39.0,0.0,,38.0,13.0,38.0,13.0,0.0,,7.0,2.0,7.0,2.0,0.0,,17.0,6.0,17.0,6.0,0.0,
New York Law School,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,000","$40,000","$21,300","$46,750","$30,000","$18,000",1057.0,100.0,911.0,86.0,146.0,14.0,900.0,85.0,783.0,86.0,117.0,80.0,308.0,29.0,261.0,29.0,47.0,32.0,590.0,56.0,521.0,57.0,69.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
New York University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$35,750","$20,000","$12,000",$0,$0,$0,1327.0,100.0,1327.0,100.0,0.0,0.0,870.0,66.0,870.0,66.0,0.0,,656.0,49.0,656.0,49.0,0.0,,66.0,5.0,66.0,5.0,0.0,,148.0,11.0,148.0,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,
North Carolina Central University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,907","$12,982","$8,080","$10,000","$7,500","$6,000",391.0,100.0,329.0,84.0,62.0,16.0,281.0,72.0,248.0,75.0,33.0,53.0,129.0,33.0,109.0,33.0,20.0,32.0,96.0,25.0,86.0,26.0,10.0,16.0,3.0,1.0,3.0,1.0,0.0,0.0,53.0,14.0,50.0,15.0,3.0,5.0
"North Carolina, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000","$17,000","$15,000",$0,$0,$0,544.0,100.0,544.0,100.0,0.0,0.0,516.0,95.0,516.0,95.0,0.0,,209.0,38.0,209.0,38.0,0.0,,281.0,52.0,281.0,52.0,0.0,,15.0,3.0,15.0,3.0,0.0,,11.0,2.0,11.0,2.0,0.0,
"North Dakota, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,500","$3,875","$1,775",$0,$0,$0,227.0,100.0,227.0,100.0,0.0,0.0,119.0,52.0,119.0,52.0,0.0,,86.0,38.0,86.0,38.0,0.0,,29.0,13.0,29.0,13.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,2.0,0.0,
"North Texas at Dallas, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$7,000","$5,000","$2,000","$5,625","$3,500","$2,000",435.0,100.0,279.0,64.0,156.0,36.0,237.0,54.0,171.0,61.0,66.0,42.0,193.0,44.0,143.0,51.0,50.0,32.0,36.0,8.0,21.0,8.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,7.0,3.0,1.0,1.0
Northeastern University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$45,000","$31,000","$14,666","$31,500","$22,000","$14,000",729.0,100.0,622.0,85.0,107.0,15.0,690.0,95.0,595.0,96.0,95.0,89.0,360.0,49.0,304.0,49.0,56.0,52.0,251.0,34.0,212.0,34.0,39.0,36.0,70.0,10.0,70.0,11.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0
Northern Illinois University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$12,411","$8,274","$4,137",$0,$0,$0,338.0,100.0,338.0,100.0,0.0,0.0,263.0,78.0,263.0,78.0,0.0,,177.0,52.0,177.0,52.0,0.0,,86.0,25.0,86.0,25.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
Northern Kentucky University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000","$18,000","$10,000","$14,250","$10,000","$5,500",391.0,100.0,286.0,73.0,105.0,27.0,228.0,58.0,188.0,66.0,40.0,38.0,99.0,25.0,76.0,27.0,23.0,22.0,125.0,32.0,109.0,38.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0
Northwestern University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$40,000","$20,000",$0,$0,$0,760.0,100.0,760.0,100.0,0.0,0.0,581.0,76.0,581.0,76.0,0.0,,262.0,34.0,262.0,34.0,0.0,,301.0,40.0,301.0,40.0,0.0,,0.0,0.0,0.0,0.0,0.0,,18.0,2.0,18.0,2.0,0.0,
"Notre Dame, University of",2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000","$30,000","$20,000",$0,$0,$0,553.0,100.0,553.0,100.0,0.0,0.0,507.0,92.0,507.0,92.0,0.0,,299.0,54.0,299.0,54.0,0.0,,173.0,31.0,173.0,31.0,0.0,,24.0,4.0,24.0,4.0,0.0,,11.0,2.0,11.0,2.0,0.0,
Nova Southeastern University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$21,310","$15,000","$10,750","$15,000","$11,250","$3,750",620.0,100.0,517.0,83.0,103.0,17.0,484.0,78.0,424.0,82.0,60.0,58.0,372.0,60.0,324.0,63.0,48.0,47.0,112.0,18.0,100.0,19.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ohio Northern University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,700","$17,250","$9,125","$10,188","$7,650","$5,094",314.0,100.0,219.0,70.0,95.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,44.0,96.0,44.0,41.0,43.0,85.0,27.0,81.0,37.0,4.0,4.0,11.0,4.0,7.0,3.0,4.0,4.0,11.0,4.0,11.0,5.0,0.0,0.0
Oklahoma City University,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$20,000","$14,000","$10,000",$0,$0,$0,427.0,100.0,427.0,100.0,0.0,0.0,330.0,77.0,330.0,77.0,0.0,,223.0,52.0,223.0,52.0,0.0,,76.0,18.0,76.0,18.0,0.0,,0.0,0.0,0.0,0.0,0.0,,31.0,7.0,31.0,7.0,0.0,
